,id,UID,scenarioIDX,STime,ETime,text,gif,Q1,Q3,Q4,Q5,Q6
336,347,6138c2a6b71e7db9178095af,8,2022-08-22 14:22:47,2022-08-22 14:23:12.982,Get your asses over here!,https://media3.giphy.com/media/26n6R5HOYPbekK0YE/giphy-downsized.gif?cid=0e802152ebz96bngsbq5j0fariyyzbciznshha3t2f2ro3uy&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,2.0,2.0
337,338,56b4b565b2de2a000d3316ba,6,2022-08-22 14:16:16,2022-08-22 14:16:26.804,IF YOU HAVEN'T LISTENED TO TAYLOR'S NEW ALBUM STOP WHAT YOU'RE DOING AND LISTEN NOW!!!! IT'S SO GOOD!!! ,https://media4.giphy.com/media/QZaOqI3JOYdnMTupXb/giphy-downsized.gif?cid=0e802152jbplfwhuy73zrerdmbvvvjsyosvgcpy26074g56m&rid=giphy-downsized.gif&ct=g,0.0,1.0,0.0,1.0,1.0
338,340,56b4b565b2de2a000d3316ba,9,2022-08-22 14:16:57,2022-08-22 14:17:04.839,Check out this link and tell me how it makes you feel. This shit is really annoying. ,https://media2.giphy.com/media/1lAOemoi0KhPMzxczT/giphy-downsized.gif?cid=0e802152cq8gh9pby82a55f3rxnz61lzc9m0k532hdqcndqr&rid=giphy-downsized.gif&ct=g,0.0,1.0,1.0,1.0,1.0
339,339,6138c2a6b71e7db9178095af,2,2022-08-22 14:16:46,2022-08-22 14:17:08.599,Just got a new job!  Can't wait to start!,https://media1.giphy.com/media/Lr3UeH9tYu3qJtsSUg/giphy.gif?cid=0e802152gefsivz0d7sdp1pzh7x2r09wflwiciia1yynem82&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
340,348,6138c2a6b71e7db9178095af,6,2022-08-22 14:23:45,2022-08-22 14:24:02.814,loving this new album,https://media2.giphy.com/media/byR4lWlXhCG36QUx9W/giphy-downsized.gif?cid=0e802152od2zaut87qedl6nj66l9kzp4yxnu0vefx2ys4db2&rid=giphy-downsized.gif&ct=g,1.0,0.0,1.0,1.0,1.0
341,341,56b4b565b2de2a000d3316ba,10,2022-08-22 14:17:50,2022-08-22 14:18:01.519,Actually shocked at how well Beyonce performed tonight ,https://media3.giphy.com/media/3o7TKFq4jy3JeWyn8A/giphy.gif?cid=0e802152ylagfdvnqv5y4z8px2iixbzqhcxnvw6oiy1gs0vm&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,1.0
343,343,56b4b565b2de2a000d3316ba,5,2022-08-22 14:18:28,2022-08-22 14:18:35.693,Thanks to everyone on my team on the job well done today!! ,https://media4.giphy.com/media/G5MDBwmdTrVMpuRJix/giphy.gif?cid=0e802152pthqsqlcw7uauhxix6t73a61crk517dweur9lf13&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
344,342,6138c2a6b71e7db9178095af,1,2022-08-22 14:18:11,2022-08-22 14:18:42.814,Super irked with work.,https://media0.giphy.com/media/l0MYDj7GLBuyWGFyg/giphy.gif?cid=0e802152cvxo0o460k75asqotfiqtjc1vznkf0gco4rzfegx&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
345,349,6138c2a6b71e7db9178095af,4,2022-08-22 14:24:51,2022-08-22 14:25:03.062,incoming sugar high!,https://media4.giphy.com/media/oiGCnybFPh6Q8/giphy-downsized.gif?cid=0e802152cwscipkf4vp3yt0kklxz4j09d65xq4ibaqbuvlkf&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
346,344,56b4b565b2de2a000d3316ba,4,2022-08-22 14:19:26,2022-08-22 14:19:32.587,I don't know who left the dessert at work today but this has been the best day ever ,https://media1.giphy.com/media/Uz9P5WQZXG2n7JzscJ/giphy.gif?cid=0e802152i3jjj9dcz3xaaomx16d8uriluntyntgv0j7j0od2&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
347,345,6138c2a6b71e7db9178095af,7,2022-08-22 14:19:30,2022-08-22 14:20:05.698,No willpower.,https://media0.giphy.com/media/z9fOrELqdSnFm/giphy.gif?cid=0e802152mqb44c9tri1araij58h6tdxdxp259ecf77anjxh7&rid=giphy.gif&ct=g,0.0,1.0,1.0,1.0,2.0
348,346,6138c2a6b71e7db9178095af,10,2022-08-22 14:20:43,2022-08-22 14:21:00.15,Who saw that coming???,https://media1.giphy.com/media/QjrrSbYaqgi1q/giphy.gif?cid=0e802152vo4nasfc02es2ychwjg75p55sopzrrw6ule343v0&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
349,359,611af405085b2a25ec6e1eae,10,2022-08-22 14:34:38,2022-08-22 14:34:49.44,Wow.,https://media1.giphy.com/media/lRpD28vbtrqq2zpaKS/giphy-downsized.gif?cid=0e802152lmalk3aohdga6403aky2ruc5voc316q8ea4py0oi&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,3.0,3.0
350,350,6138c2a6b71e7db9178095af,3,2022-08-22 14:26:40,2022-08-22 14:26:54.075,knocked it out at the gym again!,https://media0.giphy.com/media/6GEXJS9l43xOL1hiA0/giphy-downsized.gif?cid=0e8021526ubbsk3n252biryrqk3t8hl07ymrjvu8by6p27qu&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,4.0,4.0
351,354,611af405085b2a25ec6e1eae,5,2022-08-22 14:31:51,2022-08-22 14:32:08.025,Great job team.,https://media2.giphy.com/media/JLFq4Jh5bSJEDHZjSB/giphy.gif?cid=0e802152to25mh9v2c8hxi77uj9gc7msnl79xt3ekkh5nm2x&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,2.0
352,351,6138c2a6b71e7db9178095af,5,2022-08-22 14:27:29,2022-08-22 14:27:42.191,We killed it!,https://media2.giphy.com/media/60fyP6lH0yIxJBlykw/giphy.gif?cid=0e802152xbkkoc21xethpjv6n3tk31x8zah51nv4143n1wnu&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
354,352,6138c2a6b71e7db9178095af,9,2022-08-22 14:28:48,2022-08-22 14:29:06.999,unbelievable.,https://media3.giphy.com/media/BY8ORoRpnJDXeBNwxg/giphy-downsized.gif?cid=0e802152cj0p9u1ilrzrq8g9tqri8o1hhhp1kmfwqo04mpls&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,2.0,2.0
355,358,611af405085b2a25ec6e1eae,6,2022-08-22 14:34:05,2022-08-22 14:34:20.932,This music is beautiful.,https://media0.giphy.com/media/tbapfDZ4mZJn2/giphy.gif?cid=0e802152pukt49gpc79e5q7nd50ofn8gma99a30v5z10udl9&rid=giphy.gif&ct=g,0.0,0.0,0.0,4.0,4.0
356,355,611af405085b2a25ec6e1eae,4,2022-08-22 14:33:18,2022-08-22 14:33:30.496,Yummy.,https://media0.giphy.com/media/ln7i16vvMzbFSLb3GX/giphy.gif?cid=0e8021521ewa0ffxaw918jpqq2gthz7wpgplxbxif4c1pql6&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,3.0
357,361,611af405085b2a25ec6e1eae,9,2022-08-22 14:35:30,2022-08-22 14:35:38.974,I am so disappointed.,https://media0.giphy.com/media/Av72crBYNiEYo/giphy.gif?cid=0e8021523v35arfunqiqbs6c5dwnfealwb8qffpckkvdpf5d&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
358,356,6298fefa8efa2abc3924eaa6,10,,2022-08-22 14:35:20.546,"OMG this song is AMAZING!!! I can't stop listening. Great job, @artist !@albumname@hardrock",https://media2.giphy.com/media/Q7YFxgjPvzczu/giphy.gif?cid=0e80215212lrbde9193162a4ra12ozxzvx6mtmc4agv63prd&rid=giphy.gif&ct=g,1.0,0.0,0.0,2.0,1.0
360,561,60d76140337e60ae26f7fce9,2,2022-08-22 15:16:03,2022-08-22 15:16:23.381,im about to start a new endeavor.. im very excited about this should be awesome.,https://media0.giphy.com/media/VGG8UY1nEl66Y/giphy.gif?cid=0e802152bxnimb9jowbr277vs2zjjy4ubxd8l3pon5rxz25w&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
361,362,611af405085b2a25ec6e1eae,7,2022-08-22 14:36:19,2022-08-22 14:36:45.416,Exercise is for the birds.,https://media3.giphy.com/media/xT9DPlbvIe2POSISM8/giphy-downsized.gif?cid=0e802152vod73r3mjr4z3a03ega1crd38mvg0yhrn9u1tmqs&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,4.0,4.0
362,364,611af405085b2a25ec6e1eae,1,2022-08-22 14:37:18,2022-08-22 14:37:25.255,Today sucked.,https://media2.giphy.com/media/KwqFBuBC76GEMeXMHu/giphy.gif?cid=0e802152riy93zhu1ot8wqoq8bfitdxtq4q40if6fh8bat12&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
363,377,5f1271c57eb0131c68b1a721,8,2022-08-22 14:42:20,2022-08-22 14:42:29.342,"i'm at this party rn and i know it's about to get crazy, y'all should be here",https://media3.giphy.com/media/V5NKqVALaArXG/giphy-downsized.gif?cid=0e802152uc05au4kzem7x0h5uof7w2khz915d0gdsmpbrv6a&rid=giphy-downsized.gif&ct=g,1.0,0.0,0.0,1.0,5.0
364,366,611af405085b2a25ec6e1eae,8,2022-08-22 14:38:03,2022-08-22 14:38:14.664,Fun party.,https://media0.giphy.com/media/KzDqC8LvVC4lshCcGK/giphy.gif?cid=0e80215216bh7i54samctu22szh64qp9jfy0yikokkmvkzn5&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
366,367,611af405085b2a25ec6e1eae,3,2022-08-22 14:38:36,2022-08-22 14:38:46.16,Proud.,https://media1.giphy.com/media/xT1R9yaseVFXRjcFsA/giphy.gif?cid=0e802152b5d52yiuggfbnlrnovhqq6a6ca8s8nj76eoobrqn&rid=giphy.gif&ct=g,0.0,0.0,0.0,3.0,3.0
367,376,5f467b0a0d1aef037515c8c9,9,2022-08-22 14:42:58,2022-08-22 14:43:13.321,90 million of you voted for this sack of shit. 1/3 of you people out there are pants on head retarded.,https://media4.giphy.com/media/3ohhwkbhMrUwEbYRuo/giphy-downsized.gif?cid=0e8021521lsjhf81z4glmp5m3ca6npohfti5zfbt1zttp8ui&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,2.0,2.0
369,371,611af405085b2a25ec6e1eae,2,2022-08-22 14:39:10,2022-08-22 14:39:17.844,New adventure awaits.,https://media0.giphy.com/media/VGG8UY1nEl66Y/giphy.gif?cid=0e8021528ebvugm0ur4sgbdagmn0hjldcoaxa70dg50z1wn2&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,1.0
370,368,5f1271c57eb0131c68b1a721,1,2022-08-22 14:39:06,2022-08-22 14:39:21.819,why do i have to work for a living,https://media0.giphy.com/media/aRr0zGv8fp1Tuw9Ggr/giphy.gif?cid=0e8021521lfxsmtaf401ysrtbpk2yy3jz6fii4qfqes41nir&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,3.0
371,378,5f1271c57eb0131c68b1a721,6,2022-08-22 14:43:10,2022-08-22 14:43:21.142,omg hozier just dropped his new album and it's so fucking good,https://media3.giphy.com/media/hPpc3mShfW3K2Skmtx/giphy-downsized.gif?cid=0e8021523ik7myijq57umcw4y93ryxju23jw1je3lq2p665j&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,4.0
372,372,5f467b0a0d1aef037515c8c9,4,2022-08-22 14:39:46,2022-08-22 14:40:06.658,Found out theres a free dessert at work. Im goin in!,https://media1.giphy.com/media/XDchDU77dNigejOCBl/giphy.gif?cid=0e802152bx8i00xm2p0kjmz8nuwh3p3q6lpsi3o2zdb6xli3&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
373,373,5f1271c57eb0131c68b1a721,4,2022-08-22 14:40:09,2022-08-22 14:40:19.894,bro i just found free dessert at work,https://media0.giphy.com/media/Uowdj8xg3XZ7bKlA1N/giphy.gif?cid=0e8021521rhbzriqvhcjja32xh1rbg4jbjnwvbzhveths2gu&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,5.0
374,375,5f1271c57eb0131c68b1a721,5,2022-08-22 14:41:10,2022-08-22 14:41:22.987,my team and i had a very successful event today and i could not be more grateful,https://media0.giphy.com/media/pynZagVcYxVUk/giphy.gif?cid=0e802152ykzi0mmj2ucm3ploua7mws569tbq4k7d60fi3jp0&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,5.0
375,374,5f467b0a0d1aef037515c8c9,1,2022-08-22 14:41:08,2022-08-22 14:41:24.422,"Lets just say some days you feel like doing this, just to end the pain.",https://media2.giphy.com/media/1JWbouY2SOSeQ/giphy.gif?cid=0e802152xhlez4pv59y3h02vj4c5d4ojdbv89b8qv37549xe&rid=giphy.gif&ct=g,1.0,1.0,0.0,3.0,3.0
376,383,5f1271c57eb0131c68b1a721,10,2022-08-22 14:45:04,2022-08-22 14:45:15.13,i can't believe it but got7 really did something with this single...,https://media1.giphy.com/media/l3q2K5jinAlChoCLS/giphy.gif?cid=0e802152jw5osc7iqy2068nj3ia037ud5n0unfcizos2l8u8&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,5.0
378,380,5f1271c57eb0131c68b1a721,2,2022-08-22 14:44:07,2022-08-22 14:44:15.826,"i just got this new opportunity for something new and exciting in my life, i can't wait to do this",https://media2.giphy.com/media/sV2yEUHOlAWsssJfv8/giphy-downsized.gif?cid=0e802152gefsivz0d7sdp1pzh7x2r09wflwiciia1yynem82&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,4.0
379,369,6298fefa8efa2abc3924eaa6,2,,2022-08-22 14:44:19.049,SO PSYCHED for the @RAREParis author event ! Can't wait to squeeze everyone!,https://media3.giphy.com/media/5GoVLqeAOo6PK/giphy.gif?cid=0e8021525zvxthdbrtkkcvhi92zith1zb1cbrj9qzob3d4q8&rid=giphy.gif&ct=g,1.0,1.0,1.0,2.0,1.0
380,379,5f467b0a0d1aef037515c8c9,2,2022-08-22 14:44:19,2022-08-22 14:44:32.054,Heading out. Wish me luck.,https://media2.giphy.com/media/X6HW4LJgXun8ksR17z/giphy.gif?cid=0e802152wp7wxxj8vsvxpwn0qct7uhxo97jlqhyu79l3osqn&rid=giphy.gif&ct=g,1.0,0.0,1.0,2.0,2.0
381,382,5f467b0a0d1aef037515c8c9,8,2022-08-22 14:45:17,2022-08-22 14:45:32.112,Party is lit. Yall need to get here asap.,https://media3.giphy.com/media/3o752gZdDHjObx309W/giphy-downsized.gif?cid=0e802152g0e04b04xgr1zop99h3tyu21p8d76cj8ddfdd6ag&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,2.0,2.0
382,387,5f1271c57eb0131c68b1a721,7,2022-08-22 14:47:06,2022-08-22 14:47:16.523,i totally forgot to stretch after working out yesterday and just slept like a lazy bitch :),https://media4.giphy.com/media/26ufnwz3wDUli7GU0/giphy.gif?cid=0e802152mqb44c9tri1araij58h6tdxdxp259ecf77anjxh7&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,4.0
383,385,5f1271c57eb0131c68b1a721,9,2022-08-22 14:45:48,2022-08-22 14:45:58.283,i'm so fucking annoyed i can't believe this just happened,https://media4.giphy.com/media/InymPt25uoEEEvdPlO/giphy-downsized.gif?cid=0e802152gwp7sxiw684wdtwemha8r37cja383lc08nkymi54&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,5.0
384,386,5f467b0a0d1aef037515c8c9,7,2022-08-22 14:46:46,2022-08-22 14:47:11.579,"People say I am lazy, but ya know what? This bed Is never judgemental and is always there for me. Also it's really comfy.",https://media0.giphy.com/media/9P8PkB8p9KhTo9h8Ih/giphy.gif?cid=0e8021520ibgfthlxuj6125ff3awmc62cg6vnt8g12p0jjmi&rid=giphy.gif&ct=g,1.0,0.0,0.0,3.0,3.0
385,390,5f1271c57eb0131c68b1a721,3,2022-08-22 14:47:43,2022-08-22 14:47:59.699,i can't believe it but i went to the gym today and i did really well ,https://media0.giphy.com/media/4cUCFvwICarHq/giphy.gif?cid=0e802152jw5osc7iqy2068nj3ia037ud5n0unfcizos2l8u8&rid=giphy.gif&ct=g,0.0,1.0,0.0,1.0,4.0
386,388,5d7012ba97e0600019fc6ee2,7,2022-08-22 14:47:24,2022-08-22 14:47:42.307,Just got back from the gym determined to do somestretches and immediately went lazy mode instead,https://media4.giphy.com/media/l0HlPtbGpcnqa0fja/giphy.gif?cid=0e802152n60l85vh2ehec9x01i7nzgsj9bsm5ukws8e5hut4&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,2.0
387,381,62ffe924cae68af25dd6c1d3,3,2022-08-22 14:47:06,2022-08-22 14:47:56.048,"Week 2~~ Just finished daily workout at the gym. I'll get there, just have to take it day by day /flex",https://media4.giphy.com/media/Pu4gYo3wjgnucHTpM7/giphy.gif?cid=0e802152pp6nwtotyg3ic2bkdthy0pkh372wa12rgt41cq1r&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
388,584,61719bfec06e3136189edb55,10,2022-08-22 15:19:30,2022-08-22 15:19:41.582,Dang I didn't know she had this in her ,https://media2.giphy.com/media/1416WfwcpAnIVq/giphy.gif?cid=0e802152pz1a6e7oy53u7dggi7u7vpvtxemgclmz4osjvfxn&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,1.0
389,389,5f467b0a0d1aef037515c8c9,10,2022-08-22 14:47:59,2022-08-22 14:48:17.084,"Wait, since when did Beyonce make decent music?",https://media3.giphy.com/media/aWPGuTlDqq2yc/giphy.gif?cid=0e8021527c71p8pitr8mu575wlrn79nuk28zyzo8gcu7o14a&rid=giphy.gif&ct=g,1.0,0.0,1.0,2.0,2.0
390,391,5d7012ba97e0600019fc6ee2,9,2022-08-22 14:48:20,2022-08-22 14:48:30.036,No way this is real,https://media4.giphy.com/media/AgWQwLTByaABsBQ9Zf/giphy.gif?cid=0e802152m2rzetsapnr0arojwxnqxiz7jy6xp3bdeu7qm3b4&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
391,402,6298fefa8efa2abc3924eaa6,9,,2022-08-22 14:50:56.987,"Seriously, Republicans? AGAIN???",https://media3.giphy.com/media/BY8ORoRpnJDXeBNwxg/giphy-downsized.gif?cid=0e802152cj0p9u1ilrzrq8g9tqri8o1hhhp1kmfwqo04mpls&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,2.0,1.0
392,393,56f1d53bf2df32000b8f3748,6,2022-08-22 14:48:57,2022-08-22 14:49:09.948,"really digging the new Dave Davidson album, guy still has killer range!",https://media1.giphy.com/media/uLKUuSJR0cbLO/giphy.gif?cid=0e802152uyxnumplw1x4vyyxlw017a0k5u5rmi3dbb4mayfx&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,4.0
393,407,5f467b0a0d1aef037515c8c9,5,2022-08-22 14:51:44,2022-08-22 14:51:54.929,"yes, bit on the nose but good job everyone.",https://media3.giphy.com/media/26gskaXMHwQFmuXAc/giphy.gif?cid=0e8021529qx7jv7iixp5lh47wvuvly9wh1bvi2673r95aj4p&rid=giphy.gif&ct=g,0.0,0.0,0.0,3.0,3.0
394,384,6298fefa8efa2abc3924eaa6,7,,2022-08-22 14:49:19.628,Welp. Skipped the post-workout cool-down and fell asleep instead. Just woke up to a debilitating case of rigor-mortis LOL ,https://media0.giphy.com/media/KZSKAgvVd4yx5JJVt9/giphy-downsized.gif?cid=0e802152xghhk8zvi6x40npjsk024995rgf03q6ymg1etfb7&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,2.0,2.0
395,395,5d7012ba97e0600019fc6ee2,8,2022-08-22 14:49:05,2022-08-22 14:49:22.534,Everyone needs to come down NOW or you will truly miss out ,https://media2.giphy.com/media/ZdFxoPhIS4glG/giphy.gif?cid=0e80215216bh7i54samctu22szh64qp9jfy0yikokkmvkzn5&rid=giphy.gif&ct=g,0.0,0.0,1.0,1.0,2.0
396,394,61522d0491dd847aa72155ed,4,2022-08-22 14:49:05,2022-08-22 14:49:23.102,got some donuts today from work for free. decided to just take a full donut instead of cutting it up,https://media1.giphy.com/media/dBtaWT47wxrgdaa6Qi/giphy.gif?cid=0e802152f67qim0xx3i5s4dfql6hf28k23gurfeax1eudvc5&rid=giphy.gif&ct=g,0.0,0.0,1.0,2.0,5.0
397,392,5f467b0a0d1aef037515c8c9,6,2022-08-22 14:49:11,2022-08-22 14:49:23.233,A new ACDC album in 2022?We sure this isn't 1988? This is too good to be them now.,https://media3.giphy.com/media/GeimqsH0TLDt4tScGw/giphy-downsized.gif?cid=0e8021523jae779b48dn3k3swz5b0mn4b71l3z9cuouy4a7x&rid=giphy-downsized.gif&ct=g,1.0,0.0,0.0,2.0,2.0
398,406,5dfcfabe2b12bd9d55590694,7,2022-08-22 15:10:23,2022-08-22 15:10:27.47,"Queen of telling myself that I'll just stretch at home after the gym, then forgetting to and doing something else the second I'm home",https://media1.giphy.com/media/6yRVg0HWzgS88/giphy.gif?cid=0e80215282diwx1hjhmasgd8n2m8mve2s1aghbelt5md2acf&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
399,396,62a96f8f6ab7e0c3ce90095f,1,2022-08-22 14:49:13,2022-08-22 14:49:43.708,"Everything is going wrong today, so pissed off.",https://media2.giphy.com/media/11tTNkNy1SdXGg/giphy.gif?cid=0e802152cavof4ru5mg33ntcsosjyasgt0b52ihh0a7evakm&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
400,405,56f1d53bf2df32000b8f3748,7,2022-08-22 14:50:59,2022-08-22 14:51:08.222,always supposed to stretch once I get back from the gym but usually that just means stretching out on the couch,https://media0.giphy.com/media/hXO0qBbhWOE24ON3P3/giphy-downsized.gif?cid=0e802152p5wae7wfquzs31va6ii62pk7dy4x65gtbyw5z0h0&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,2.0
401,403,5d7012ba97e0600019fc6ee2,2,2022-08-22 14:50:59,2022-08-22 14:51:08.469,Ready for this new chapter in my life. Wish me luck everyone!,https://media4.giphy.com/media/xUOxeZc41DVT2l9laU/giphy.gif?cid=0e8021526jn2zvc6wdkg0fp22zzojtck3hd23xbv40t6zrcc&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,2.0
402,398,6056bcf1cee7a41435889255,4,2022-08-22 14:49:50,2022-08-22 14:50:10.413,Omg! The Cake Factory next door came over to my work and gave us free desserts!!!,https://media1.giphy.com/media/xTiN0CNHgoRf1Ha7CM/giphy-downsized.gif?cid=0e802152gefsivz0d7sdp1pzh7x2r09wflwiciia1yynem82&rid=giphy-downsized.gif&ct=g,0.0,1.0,1.0,1.0,1.0
403,401,6138e0e705d9e4707bb79e09,10,2022-08-22 14:50:32,2022-08-22 14:51:08.824,What an awesome song! Loved it!,https://media1.giphy.com/media/uQ1IhcydV7k64/giphy.gif?cid=0e802152b0ntfmmhmz3ii8mxjsf79icohq33p6e17qo93mh0&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
404,399,56f1d53bf2df32000b8f3748,1,2022-08-22 14:50:08,2022-08-22 14:50:18.809,"so frustrated, really struggling at work right now, just want to take a vacation for a month or maybe three",https://media1.giphy.com/media/6qFFgNgextP9u/giphy.gif?cid=0e802152of7ctme70iudmk5r4vlbpww5z4682g9g7no961ir&rid=giphy.gif&ct=g,0.0,1.0,1.0,2.0,2.0
405,397,5d7012ba97e0600019fc6ee2,6,2022-08-22 14:50:09,2022-08-22 14:50:19.4,"Wow, my ears are on cloud 9. I’m so pleased with the new album",https://media0.giphy.com/media/tqfS3mgQU28ko/giphy.gif?cid=0e802152pukt49gpc79e5q7nd50ofn8gma99a30v5z10udl9&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
406,409,56f1d53bf2df32000b8f3748,2,2022-08-22 14:51:40,2022-08-22 14:51:48.679,"can't wait for this next step, always exciting to move on, especially after the last few years",https://media4.giphy.com/media/QXqf43mbeBbYFTy4jR/giphy-downsized.gif?cid=0e802152h1miik9n9ubqks91rqwvaepzql89skir9vpp7993&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,2.0
407,408,5d7012ba97e0600019fc6ee2,10,2022-08-22 14:51:37,2022-08-22 14:51:48.804,Wasn’t expecting that!! Amazing performance!,https://media1.giphy.com/media/uQ1IhcydV7k64/giphy.gif?cid=0e802152b0ntfmmhmz3ii8mxjsf79icohq33p6e17qo93mh0&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,2.0
408,404,6056bcf1cee7a41435889255,7,2022-08-22 14:51:12,2022-08-22 14:51:27.43,"I was on such a roll today, had a killer work out at the gym...came home and passed out. >_>",https://media1.giphy.com/media/3ohzdYJK1wAdPWVk88/giphy.gif?cid=0e802152f8rf8uwfswj4t2ip8mrh76q9caz8s2g5vlnfp6vb&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,1.0
409,412,5d7012ba97e0600019fc6ee2,3,2022-08-22 14:52:20,2022-08-22 14:52:30.634,Making gains ,https://media4.giphy.com/media/Pu4gYo3wjgnucHTpM7/giphy.gif?cid=0e802152vijt2ra5miei9upokrgupnsm1cd3dy5txyqtoowy&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,2.0
410,410,6056bcf1cee7a41435889255,6,2022-08-22 14:52:07,2022-08-22 14:52:20.247,"If you are not listening to this album right now, you are crazy! It goes so hard. I've had it on repeat for the past 3 hours. Obsessed much?",https://media1.giphy.com/media/5xaOcLGvzHxDKjufnLW/giphy.gif?cid=0e8021521rhbzriqvhcjja32xh1rbg4jbjnwvbzhveths2gu&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,1.0
411,414,5dfcfabe2b12bd9d55590694,4,2022-08-22 15:08:51,2022-08-22 15:08:55.972,FREE DESSERT AT WORK! So excited.,https://media1.giphy.com/media/xTiN0CNHgoRf1Ha7CM/giphy-downsized.gif?cid=0e802152gefsivz0d7sdp1pzh7x2r09wflwiciia1yynem82&rid=giphy-downsized.gif&ct=g,0.0,1.0,1.0,1.0,1.0
412,415,56f1d53bf2df32000b8f3748,10,2022-08-22 14:52:22,2022-08-22 14:52:29.379,"new Ulver album really surprised me, didn't love their last few but this is a really great return to form",https://media0.giphy.com/media/vjhWTm6AvX2g0/giphy.gif?cid=0e802152v8w5sz1t3qpv1k7hqe3kjk6evj9jymz0gm7gunzb&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,1.0
413,570,607dd7414afd1bb8bce441d9,10,2022-08-22 15:16:54,2022-08-22 15:17:11.268,Who knew this song would slap so hard?,https://media2.giphy.com/media/hiLLD9o1wTB3a/giphy.gif?cid=0e802152zjmc4mr70umwabotf8wxwf6b9vqf20yznk34jokn&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,1.0
414,400,62a96f8f6ab7e0c3ce90095f,2,2022-08-22 14:52:34,2022-08-22 14:52:52.721,"Going to try something new, I hope I can do it",https://media1.giphy.com/media/1xVajldle6CVKnZYp0/giphy.gif?cid=0e802152so4knpx3qqj046gj735p4a690ayflfwfdpiqij07&rid=giphy.gif&ct=g,0.0,0.0,1.0,1.0,1.0
415,425,5c6f00110b99a000018cc3c1,7,2022-08-22 14:53:50,2022-08-22 14:54:05.096,"why will i never learn that ""i'll just stretch when i get home from the gym"" is a sweet sweet lie every time ",https://media3.giphy.com/media/mkhMTALnrYRLnuoe5P/giphy.gif?cid=0e802152i8t49fbjv5xwnakyxyf7zl6ryl4cy94ogjo3la9f&rid=giphy.gif&ct=g,1.0,0.0,1.0,2.0,5.0
