,id,UID,scenarioIDX,STime,ETime,text,gif,Q1,Q3,Q4,Q5,Q6
100,110,60fcad4f2eb7b86a07b5e4c7,7,2022-08-21 14:26:04,2022-08-21 14:26:34.419,hit leg day so hard that my legs are too noodle to stretch,https://media0.giphy.com/media/9x30lvmJyFKZhNCFe5/giphy-downsized.gif?cid=0e802152xeuozim7a01qvae9mtrnbkbjcuyjhqwdk1qjlres&rid=giphy-downsized.gif&ct=g,0.0,0.0,1.0,1.0,1.0
105,123,60fcad4f2eb7b86a07b5e4c7,6,2022-08-21 14:35:02,2022-08-21 14:35:13.153,The Weeknd just dropped some major fire. Bro always comes in clutch,https://media0.giphy.com/media/3o72FfM5HJydzafgUE/giphy.gif?cid=0e802152o6p69d17kafutjqmz4ae31doujviye50elbbrcud&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
107,117,60fcad4f2eb7b86a07b5e4c7,3,2022-08-21 14:30:45,2022-08-21 14:30:55.856,been hitting the gym so much that i think i'm turning into a beast lmao,https://media2.giphy.com/media/F4aMm97MvhVTYXWBhT/giphy-downsized.gif?cid=0e802152s6yajtawt8qoi4mw170xu7ya3go3sb9uzgz29fbr&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
109,114,60fcad4f2eb7b86a07b5e4c7,8,2022-08-21 14:27:28,2022-08-21 14:27:45.485,the function too lit. pull up,https://media4.giphy.com/media/3o6ZtlcYrw4C35rNHW/giphy.gif?cid=0e802152xh93ndnuqd71q723fv974zp84pqhnrokqv14mgvv&rid=giphy.gif&ct=g,0.0,1.0,1.0,1.0,1.0
111,113,62d9782b0a0018523c64bb1c,3,2022-08-21 14:27:31,2022-08-21 14:27:49.856,Hard work paying off,https://media4.giphy.com/media/weZS0tJ0hurvO/giphy.gif?cid=0e8021523yx77jwm2u1bu9e7cdcd7rl9r3owf7s54vw9lavt&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
112,109,62d9782b0a0018523c64bb1c,2,2022-08-21 14:23:15,2022-08-21 14:24:06.753,AMC is going to skyrocket,https://media0.giphy.com/media/3ohnEqJ1XOfvWaSk7e/giphy.gif?cid=0e80215203foq5w3phxen4y5nlvbhiwiyovqtx3zyhgzgwmf&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
113,118,62d9782b0a0018523c64bb1c,5,2022-08-21 14:30:41,2022-08-21 14:30:56.729,Team work make yhe dreamwork,https://media4.giphy.com/media/B0FOFdEyNYgFOaPhHm/giphy.gif?cid=0e8021521zbi6bdtsikllae86q5eswobreeavneksmzihubr&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
115,111,62d9782b0a0018523c64bb1c,7,2022-08-21 14:25:56,2022-08-21 14:26:23.189,Tired from a good workout home ,https://media1.giphy.com/media/26BGqofNXjxluwX0k/giphy-downsized.gif?cid=0e802152dqoqhscmihezijae5hz6yqk6a56ixj7i87md3y9w&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
116,121,60fcad4f2eb7b86a07b5e4c7,1,2022-08-21 14:32:37,2022-08-21 14:33:49.009,working a 9-5 really messes with ur mental. bills still gotta get paid though,https://media4.giphy.com/media/3o7TKEP6YngkCKFofC/giphy-downsized.gif?cid=0e802152wvfncww59ga6i8pbogkcxnpri7n78uwqfioxkm5v&rid=giphy-downsized.gif&ct=g,0.0,1.0,1.0,1.0,1.0
117,115,60fcad4f2eb7b86a07b5e4c7,2,2022-08-21 14:28:53,2022-08-21 14:29:22.862,think im gonna start taking real estate more seriously. let's see how it goes lol,https://media3.giphy.com/media/5wWf7GMbT1ZUGTDdTqM/giphy-downsized.gif?cid=0e802152jc3ybz4ecmscbflnvflqlr3pxw3swjhd2qrp03vs&rid=giphy-downsized.gif&ct=g,0.0,0.0,1.0,2.0,1.0
118,116,62d9782b0a0018523c64bb1c,1,2022-08-21 14:29:14,2022-08-21 14:29:31.602,Time for a new job,https://media2.giphy.com/media/YWyBAkw79N5imEQOa0/giphy.gif?cid=0e802152ntuozvsr3wky572n9b83osci9avppsh26db9ub07&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
119,122,62d9782b0a0018523c64bb1c,4,2022-08-21 14:33:41,2022-08-21 14:33:54.052,Free desseet yhe best ,https://media0.giphy.com/media/3o6Zt3c1rJQ5vxqA7u/giphy.gif?cid=0e8021529qltb9ay2x90dvne2jilwb0s39id98o2pf52c5ek&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
120,119,62d9782b0a0018523c64bb1c,10,2022-08-21 14:32:07,2022-08-21 14:32:42.326,Awesome sound. Best one yet,https://media4.giphy.com/media/Vu5UbNpjpqfMq2UFg0/giphy-downsized.gif?cid=0e802152h8yxyjif4186lmd6a70t5timlndr7wxsfecyyb5s&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
121,124,62d9782b0a0018523c64bb1c,6,2022-08-21 14:35:26,2022-08-21 14:35:41.933,That new toni Braxton on point,https://media3.giphy.com/media/CjGRSEZn9fQz275ppe/giphy.gif?cid=0e802152u6aen4m1yv6wq1ci7dhonwjkuhwmcocmvrj2cos6&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
122,125,60fcad4f2eb7b86a07b5e4c7,4,2022-08-21 14:36:32,2022-08-21 14:36:45.59,free desert in the break room...don't mind if i do lol,https://media1.giphy.com/media/6G1BhuIWyVEhG/giphy.gif?cid=0e802152wead7ai2pk6r1pif0nsmgn78ls7v3xa3bfq0tpx2&rid=giphy.gif&ct=g,0.0,0.0,1.0,1.0,1.0
123,127,62d9782b0a0018523c64bb1c,8,2022-08-21 14:36:45,2022-08-21 14:36:57.949,Great party come join us or miss the fun,https://media3.giphy.com/media/VzkxuvFy8wT3hK3fhh/giphy-downsized.gif?cid=0e802152aonxpgkc5w448a04k1h1bpd9x6rqczlq48ep1m8a&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
125,137,62bc3401dc67c7598dbba4a6,6,2022-08-21 14:47:07,2022-08-21 14:47:33.51,This is what you call an album. Every single track on here is straight fire. ,https://media2.giphy.com/media/l2SpMUEMRJkkqYcta/giphy.gif?cid=0e802152gajn9zae6dxy8tbdsuz78cc6ud6sexvxhcsjhzlr&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
126,126,62bc3401dc67c7598dbba4a6,3,2022-08-21 14:36:41,2022-08-21 14:37:46.264,No pain no gain! Gym life :),https://media3.giphy.com/media/WsjvRxj8RRxYZgIzzI/giphy-downsized.gif?cid=0e8021520w7t1zt9br7m2di0n86kjcpw2stt681o9idf9pib&rid=giphy-downsized.gif&ct=g,0.0,0.0,1.0,3.0,2.0
127,130,60fcad4f2eb7b86a07b5e4c7,5,2022-08-21 14:38:33,2022-08-21 14:38:41.288,I want to thank the team for their strong dedication and effort in pulling off such a great event. It wouldn't have been possible without u!,https://media3.giphy.com/media/tkApIfibjeWt1ufWwj/giphy.gif?cid=0e80215277p50e3kdka8wd2hvjx07gdiq838n2t2opu0z1n7&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
128,139,62d973ab51e0792ef9ce6493,1,2022-08-21 14:47:24,2022-08-21 14:49:49.454,Downcast and very sad. It has been a really rough day. Can't say much,https://media1.giphy.com/media/ckGndVa23sCk9pae4l/giphy.gif?cid=0e802152ejjes9yazauhqoig4m1rei4d9ol36vsagtl8sxzv&rid=giphy.gif&ct=g,0.0,1.0,1.0,1.0,1.0
129,128,62d9782b0a0018523c64bb1c,9,2022-08-21 14:38:46,2022-08-21 14:39:00.174,What is this world coming to,https://media4.giphy.com/media/BN94gqAfZtZ1M9XXT2/giphy.gif?cid=0e802152a7u65a3dtk2efe3dsij89mwoenmxfrdvgr3qib74&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
130,131,60fcad4f2eb7b86a07b5e4c7,9,2022-08-21 14:39:51,2022-08-21 14:39:58.935,why?...just why? the resources could have been used for something more impactful imo. ,https://media1.giphy.com/media/NRXleEopnqL3a/giphy.gif?cid=0e802152c6k3rloe8midqx1p3gukj4j4vmuh5osibvqnule3&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
131,133,60fcad4f2eb7b86a07b5e4c7,10,2022-08-21 14:40:36,2022-08-21 14:40:45.931,WOW. didn't know she could perform that well. Cudos to her and her team,https://media4.giphy.com/media/l3q2K5jinAlChoCLS/giphy.gif?cid=0e8021526md4zznytn6wj01e95qx5yd0tzt7kd28x5p3llwn&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
132,132,62bc3401dc67c7598dbba4a6,7,2022-08-21 14:39:30,2022-08-21 14:41:01.625,I think stretching just isnt for me looooool,https://media2.giphy.com/media/ZqlvCTNHpqrio/giphy.gif?cid=0e802152o86oehss64i6ae8nzqn92e3rd6dkp0qk5lwoozhd&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
133,134,62bc3401dc67c7598dbba4a6,4,2022-08-21 14:43:53,2022-08-21 14:44:26.027,Who doesnt like free food especially at the workplace? ,https://media1.giphy.com/media/QTrG6mjkHEkpFR3DqX/giphy.gif?cid=0e802152w8hilxwx42yk62yhqd0ilfiqd81aufdb7sznyz0i&rid=giphy.gif&ct=g,0.0,0.0,1.0,1.0,1.0
134,138,628804d2d0584458ddaafc0c,6,2022-08-21 14:50:32,2022-08-21 14:50:57.775,All fire. No skips.,https://media4.giphy.com/media/VGsT1jzgSQM5a/giphy.gif?cid=0e802152g2ra5tm85b6kp083r5kjeg5m94ro9my80t1cgbkv&rid=giphy.gif&ct=g,1.0,1.0,1.0,3.0,3.0
135,135,628804d2d0584458ddaafc0c,9,2022-08-21 14:44:40,2022-08-21 14:45:23.305,"Wow. Just, wow. I can't believe I'm even surprised anymore. ",https://media0.giphy.com/media/26ybwcRWXwaIRrUvC/giphy.gif?cid=0e802152hx7vlxa9fisv7stgbz0qwz9ajdxv166cnrpdqixh&rid=giphy.gif&ct=g,0.0,0.0,1.0,2.0,1.0
136,136,62d973ab51e0792ef9ce6493,6,2022-08-21 14:44:46,2022-08-21 14:46:17.432,It gave me such a serene feeling. Great tunes and amazing instrumentals.,https://media1.giphy.com/media/tqfS3mgQU28ko/giphy.gif?cid=0e802152rpupil2vo6wfn9bgh3xelgieltyxu8kweynisjlf&rid=giphy.gif&ct=g,0.0,1.0,1.0,1.0,2.0
137,145,628804d2d0584458ddaafc0c,4,2022-08-21 14:53:01,2022-08-21 14:53:20.82,"Another long ass, slightly underpaid day at work but there's free dessert so...",https://media4.giphy.com/media/13eshB55I4fBL2/giphy.gif?cid=0e802152e1cylt42eftmghdjntdyqp2wogrilk2at9pqm6zg&rid=giphy.gif&ct=g,1.0,1.0,1.0,2.0,1.0
138,144,5ff94e71c59814230b0fb713,8,2022-08-21 14:52:58,2022-08-21 14:53:21.773,This party is hype. Come through!,https://media3.giphy.com/media/3KC2jD2QcBOSc/giphy-downsized.gif?cid=0e802152u1822ncpm9zq4yc6hewcydt1hmz7y2kbyy9j8sod&rid=giphy-downsized.gif&ct=g,1.0,0.0,0.0,2.0,2.0
140,140,62bc3401dc67c7598dbba4a6,5,2022-08-21 14:51:06,2022-08-21 14:51:30.039,The whole team did a brilliant job and I am proud to be a part of the success. Cheers to many more to come. We deserve this ,https://media1.giphy.com/media/BPJmthQ3YRwD6QqcVD/giphy-downsized.gif?cid=0e802152qycricym93vnvjp6qf2lmh14uspqez4q4djb1i1u&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
141,142,5ff94e71c59814230b0fb713,4,2022-08-21 14:51:08,2022-08-21 14:51:32.787,Nothing like getting free dessert at work!,https://media0.giphy.com/media/8NsFupcfaD37W/giphy.gif?cid=0e802152n5y6retijtx08ufbxea6b3zp9xuqk4stv7w5b1i9&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,4.0
143,143,5ff94e71c59814230b0fb713,3,2022-08-21 14:52:04,2022-08-21 14:52:21.487,Gains on top of gains.,https://media1.giphy.com/media/vF25I06jdODgA/giphy.gif?cid=0e802152qsrrsbhimav60qfuh2jjxpbdriq20ft485bq22vk&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
144,154,5ff94e71c59814230b0fb713,9,2022-08-21 14:57:32,2022-08-21 14:57:45.733,Wow. Just wow.,https://media2.giphy.com/media/cL4pqu8GGRIihabgSM/giphy-downsized.gif?cid=0e8021526md4zznytn6wj01e95qx5yd0tzt7kd28x5p3llwn&rid=giphy-downsized.gif&ct=g,1.0,0.0,1.0,2.0,2.0
145,147,5ff94e71c59814230b0fb713,1,2022-08-21 14:53:56,2022-08-21 14:54:16.5,Some days just suck.,https://media4.giphy.com/media/7SF5scGB2AFrgsXP63/giphy-downsized.gif?cid=0e802152ejjes9yazauhqoig4m1rei4d9ol36vsagtl8sxzv&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
146,150,5ff94e71c59814230b0fb713,6,2022-08-21 14:55:17,2022-08-21 14:55:34.376,This album just gets me.,https://media1.giphy.com/media/xT5LMHxhOfscxPfIfm/giphy.gif?cid=0e80215223xqzy5tgu99wleppvngb34zb6x5oyz1dfei62da&rid=giphy.gif&ct=g,1.0,0.0,0.0,2.0,2.0
147,153,5ff94e71c59814230b0fb713,7,2022-08-21 14:56:52,2022-08-21 14:57:09.882,Me when I decide that I'll stretch at home.,https://media1.giphy.com/media/l0HlPtbGpcnqa0fja/giphy.gif?cid=0e8021523r6cflwhh34nm9vapvrvmpfeawb6o3rcp7gjbsrv&rid=giphy.gif&ct=g,1.0,0.0,0.0,1.0,2.0
148,152,5ff94e71c59814230b0fb713,2,2022-08-21 14:56:01,2022-08-21 14:56:19.905,Time to conquer the challenge.,https://media2.giphy.com/media/xUPGcKoAYCn5fHK0Zq/giphy.gif?cid=0e802152x60xhpwb8bll6s3aoc9wu15bhaxxvjq8u6h1r3xz&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
149,148,62d973ab51e0792ef9ce6493,3,,2022-08-21 15:02:04.377,"Feeling the hormones coursing through my blood. sweat, grit, stamina ",https://media1.giphy.com/media/xT5LMHxhOfscxPfIfm/giphy.gif?cid=0e80215223xqzy5tgu99wleppvngb34zb6x5oyz1dfei62da&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
150,149,62bc3401dc67c7598dbba4a6,2,,2022-08-21 14:57:38.957,Lets get this. ,https://media3.giphy.com/media/2579DBoBNLM1qBs2zV/giphy-downsized.gif?cid=0e802152qgehlg5chccb5fsorahrbl9e2j6oikyq5fvvnaih&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
151,151,62e83262c4e50f1eb9eb2391,5,2022-08-21 14:57:07,2022-08-21 14:57:59.635,I gladly appreciate the teamwork you people have provided in today's event and I extend my thankful wishes to you all. cheers,https://media4.giphy.com/media/chzz1FQgqhytWRWbp3/giphy-downsized.gif?cid=0e80215223xqzy5tgu99wleppvngb34zb6x5oyz1dfei62da&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
152,170,5d75c56a52c89d0017df611c,5,2022-08-21 15:06:36,2022-08-21 15:06:55.949,You all did awesome today! Thanks so much guys!,https://media1.giphy.com/media/3oEjHV0z8S7WM4MwnK/giphy.gif?cid=0e802152ywa6n4id5tu96e7fo8vg6lyolkrsx119w87e3rm2&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
153,156,5ff94e71c59814230b0fb713,10,2022-08-21 14:58:17,2022-08-21 14:58:39.339,This song is actually so good.,https://media3.giphy.com/media/VHqeGf8VPyxINZVQP1/giphy.gif?cid=0e802152fh4ei7zs7caukjih8d4yz4pmoqhdh9yw4vvdu01v&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
154,169,62bc3401dc67c7598dbba4a6,9,2022-08-21 15:06:41,2022-08-21 15:06:58.636,To be honest with yall that was really disgusting. I just cant believe what i read...,https://media2.giphy.com/media/MhFpZj9gV08HC/giphy.gif?cid=0e802152bje04kkgfixww04zula5ucpn501cge43aasug511&rid=giphy.gif&ct=g,0.0,0.0,0.0,2.0,2.0
155,164,62bc3401dc67c7598dbba4a6,10,2022-08-21 15:04:24,2022-08-21 15:04:52.287,That was a 10/10 performance from my man.,https://media0.giphy.com/media/nbvFVPiEiJH6JOGIok/giphy.gif?cid=0e8021523s9rzctwxoradyi49lfo8okp3gry62860zjt5uyx&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
156,157,5ff94e71c59814230b0fb713,5,2022-08-21 14:59:24,2022-08-21 14:59:40.257,Work event was a huge success.,https://media0.giphy.com/media/zaqclXyLz3Uoo/giphy.gif?cid=0e802152zd1larbknfma1ozm6k247gf97ziu331k47cyv7rz&rid=giphy.gif&ct=g,0.0,0.0,1.0,2.0,2.0
157,158,62bc3401dc67c7598dbba4a6,8,2022-08-21 14:59:11,2022-08-21 14:59:46.509,This party is lit.Is a shame if u aint here!!!!!,https://media2.giphy.com/media/ZxomYqy9uGtSQSSjth/giphy-downsized.gif?cid=0e802152o6p69d17kafutjqmz4ae31doujviye50elbbrcud&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
158,155,5e2c7806bb1a6e000cf7f2e8,10,2022-08-21 14:58:56,2022-08-21 15:00:04.7,"She performed well beyond what I thought she would. That's a catchy song, with good vibes. WOW!",https://media3.giphy.com/media/3rg3vxFMGGymk/giphy.gif?cid=0e802152lnsjlryyczipzso6xi2ywl30f0nfmfbtgj10k23y&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
159,160,62bc3401dc67c7598dbba4a6,1,2022-08-21 15:01:29,2022-08-21 15:01:44.266,So so so so frustrated...,https://media0.giphy.com/media/JEVYf4g2ePr6o/giphy.gif?cid=0e802152kxrkctusqhvnajgzcryk7yuytl6rmtl9no92q293&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
160,159,5d75c56a52c89d0017df611c,10,2022-08-21 15:01:14,2022-08-21 15:01:55.026,I'm surprised at SZA's new single. It's really good!,https://media0.giphy.com/media/SKTP1OHdVO7w4/giphy.gif?cid=0e802152rpupil2vo6wfn9bgh3xelgieltyxu8kweynisjlf&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
161,165,62d973ab51e0792ef9ce6493,4,2022-08-21 15:03:45,2022-08-21 15:05:30.846,Who doesn't love freebies?  I love them,https://media1.giphy.com/media/BQCsG0FBYjeYkmQ5bs/giphy-downsized.gif?cid=0e802152oava0i2ahsb3093ez28buxys1tyf7vg7rybpnk0n&rid=giphy-downsized.gif&ct=g,0.0,1.0,1.0,2.0,2.0
162,163,5d75c56a52c89d0017df611c,1,2022-08-21 15:03:43,2022-08-21 15:04:11.948,Today was absolute trash! Let me freshen up my resume.,https://media0.giphy.com/media/ktcUyw6mBlMVa/giphy.gif?cid=0e802152b3id1qgfq16nvjbs19h2qdw69zxvkhu907ess8iy&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
163,162,5e2c7806bb1a6e000cf7f2e8,9,2022-08-21 15:03:47,2022-08-21 15:04:17.244,"I can't believe that this happened, what's going on? I'm so annoyed at this crap. ",https://media4.giphy.com/media/wKTgKz9Rr7lFC/giphy.gif?cid=0e802152occx361bmqvderherpii9rj59rlafmviu574y9cn&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
164,166,5d75c56a52c89d0017df611c,6,2022-08-21 15:05:15,2022-08-21 15:05:35.073,Y'all check out Beyonce's new album! It's fire!,https://media2.giphy.com/media/l3V0doGbp2EDaLHJC/giphy-downsized.gif?cid=0e802152703elvbr9459xxjiey05nrb9gpp0wzzdbb7bqn6y&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
165,173,5d75c56a52c89d0017df611c,3,2022-08-21 15:08:39,2022-08-21 15:08:59.707,So happy I went to the gym today! Really pushed myself!,https://media4.giphy.com/media/Na0Qar6T6rf3xKN9s3/giphy-downsized.gif?cid=0e802152yi01d52k8cl31eluc4610y54drr2yvbiv3pcqgua&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
166,175,5d75c56a52c89d0017df611c,7,2022-08-21 15:11:27,2022-08-21 15:11:55.132,Forgot to do my post stretching workout. Hope I don't regret it in the morning.,https://media1.giphy.com/media/Xwo1s52I3mboYXC0N1/giphy.gif?cid=0e802152tcrufysnb6c1iaqybwxgbqv1sqbd1mx5k2qvjzts&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
168,172,5e2c7806bb1a6e000cf7f2e8,3,2022-08-21 15:09:03,2022-08-21 15:09:27.936,"I feel obligated to hit the gym, and I'm proud of myself for how long I've been working out.",https://media4.giphy.com/media/Qu1IWgnngYal5gAqTZ/giphy.gif?cid=0e802152axh5isqwmvga35kneyn7dnu8kewi5s9ux7cdz6b9&rid=giphy.gif&ct=g,0.0,0.0,0.0,1.0,1.0
169,168,62e83262c4e50f1eb9eb2391,8,2022-08-21 15:08:13,2022-08-21 15:08:38.35,wow!!!! its getting hotter and hotter having fun at claudin party and everyone should pass through and crab a glass. 🥂🥂,https://media4.giphy.com/media/chzz1FQgqhytWRWbp3/giphy-downsized.gif?cid=0e80215223xqzy5tgu99wleppvngb34zb6x5oyz1dfei62da&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
170,161,628804d2d0584458ddaafc0c,7,2022-08-21 15:02:31,2022-08-21 15:13:15.095,"I'm trying to spend this year bettering myself. Eating right, working out, and stretching. That couch tho...",https://media2.giphy.com/media/26tk1e16sLahd4exW/giphy.gif?cid=0e802152tn4tk3azxcsz691knt9q6jwor0gwk259hfz0w71i&rid=giphy.gif&ct=g,1.0,1.0,1.0,4.0,3.0
172,176,615462f0ae81eee116bde764,6,2022-08-21 15:10:23,2022-08-21 15:11:03.936,Never heard such a good music and album in a while. 10 outta 10,https://media1.giphy.com/media/fDbzXb6Cv5L56/giphy-downsized.gif?cid=0e8021521gh9uxmq7xi4mn41nrqr4p0ip4iniyxnnsfzi69a&rid=giphy-downsized.gif&ct=g,1.0,1.0,1.0,1.0,1.0
173,178,615462f0ae81eee116bde764,7,2022-08-21 15:11:55,2022-08-21 15:12:34.937,I dont think im ever gonna stretch. Lol. why? I always procrastinate lmao ,https://media3.giphy.com/media/1r91ZwKcE2J7WhUqrh/giphy.gif?cid=0e802152l3hzesz70i6uf593hrjmi871btcwff7cos6t41ux&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
174,181,615462f0ae81eee116bde764,4,2022-08-21 15:13:19,2022-08-21 15:13:43.554,Can we have free dessert everyday at work? feels good ,https://media2.giphy.com/media/MeIucAjPKoA120R7sN/giphy.gif?cid=0e80215223xqzy5tgu99wleppvngb34zb6x5oyz1dfei62da&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
175,180,5d75c56a52c89d0017df611c,9,2022-08-21 15:13:38,2022-08-21 15:14:11.7,Seriously? I can't believe this happened again! ,https://media3.giphy.com/media/l2JeeX8rgjYYUafn2/giphy.gif?cid=0e8021520qfesbwv24q20vwaxl24yw9ate21e9u1i6nlwnhu&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
176,179,5e2c7806bb1a6e000cf7f2e8,2,2022-08-21 15:13:53,2022-08-21 15:14:22.393,"I just wanted to give a heads up on what I have planned in the near future. It will be challenging, and adventurous. I'll post it tomorrow.",https://media2.giphy.com/media/0OUjesj5LmkCgv9mBA/giphy-downsized.gif?cid=0e802152a847mga07chpk6xku0wfc1rbtg6p6ay5in5gf54j&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
177,187,5e2c7806bb1a6e000cf7f2e8,5,2022-08-21 15:18:27,2022-08-21 15:18:50.737,"Great work today team, the effort was successful. Now it's time to cut loose, enjoy the night.",https://media4.giphy.com/media/3o6fIQb51Eq9bKxWGQ/giphy-downsized.gif?cid=0e802152kmr7azo898rx9bhlg59j52ki21s8usp0gm6wl1pp&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,1.0,1.0
178,190,5d75c56a52c89d0017df611c,2,2022-08-21 15:21:20,2022-08-21 15:21:36.794,I'm about to open my brand new candle business in a few weeks. Can't wait to show you all the new site and merch!,https://media3.giphy.com/media/Fo1cy8mqGDvbjpJBB7/giphy.gif?cid=0e802152f064frnkaw5l1luf4bp4oswcjhgivig2a4lsifbh&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
179,182,615462f0ae81eee116bde764,8,2022-08-21 15:14:33,2022-08-21 15:15:06.947,Littiest party of the Century... you are missing out if youre not here...huuurrryyyy,https://media2.giphy.com/media/2bUpP71bbVnZ3x7lgQ/giphy-downsized.gif?cid=0e8021528hrixy43750pdyj27xgp2osnd0jlv7s8t1jv6pxt&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,3.0,2.0
180,183,5d75c56a52c89d0017df611c,4,2022-08-21 15:15:17,2022-08-21 15:15:51.358,Got an amazing cupcake at work today! For FREE!,https://media4.giphy.com/media/h3EMQK8eWhwha/giphy.gif?cid=0e8021521vj3v3fj9fgem580htghqpplocj6h7bicxmwp496&rid=giphy.gif&ct=g,0.0,1.0,1.0,2.0,1.0
182,177,62e83262c4e50f1eb9eb2391,9,2022-08-21 15:15:35,2022-08-21 15:16:11.67,I cant believe such a thing at the event and am really furious about it peers 😡😡,https://media4.giphy.com/media/fOIBiM2du5ogE/giphy.gif?cid=0e8021525li2r4lg2wtb7vuccom46bc1rb8bywtp72ii6q8r&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
183,185,615462f0ae81eee116bde764,1,2022-08-21 15:15:41,2022-08-21 15:16:32.887,Im just tired...i guess:(,https://media2.giphy.com/media/6qFFgNgextP9u/giphy.gif?cid=0e802152piz2f8hmvfituh62vybcemvng75p0e0b1l66ivcx&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
184,171,62d973ab51e0792ef9ce6493,2,2022-08-21 15:15:09,2022-08-21 15:16:48.801,Time to take a leap into the 'unknown' and explore what's ahead. I am super excited,https://media1.giphy.com/media/FnoC6HFqzgsYoiaQWK/giphy-downsized.gif?cid=0e802152swd0zx32q4iran5b5kwq0psxdn0meqct05vdat87&rid=giphy-downsized.gif&ct=g,0.0,0.0,0.0,2.0,2.0
185,186,5d75c56a52c89d0017df611c,8,2022-08-21 15:17:33,2022-08-21 15:17:50.45,"Hey, guys! Come join me at Kali's party. Having a great time!",https://media2.giphy.com/media/wAxlCmeX1ri1y/giphy.gif?cid=0e8021527hgrau09oz34yzra2h2uxrkogyolxlzfbkx4kvwh&rid=giphy.gif&ct=g,1.0,0.0,1.0,1.0,1.0
186,201,62e83262c4e50f1eb9eb2391,7,2022-08-21 15:26:19,2022-08-21 15:26:55.405,Me determine to do a stretch after gym when I get home but my wife lead me to the bedroom😍😍😂😂,https://media0.giphy.com/media/l0HlUxUu3CqVAbees/giphy.gif?cid=0e8021523d0nxw5gbnc5an3t75qjjigubfr7xl7wsnmwibvi&rid=giphy.gif&ct=g,1.0,1.0,1.0,1.0,1.0
187,194,62d973ab51e0792ef9ce6493,10,2022-08-21 15:20:57,2022-08-21 15:22:24.889,Amazing performance. Nailed it and just threw the crowd into a frenzy.,https://media2.giphy.com/media/IUZtGhVO8hZ6w/giphy.gif?cid=0e80215277p50e3kdka8wd2hvjx07gdiq838n2t2opu0z1n7&rid=giphy.gif&ct=g,1.0,1.0,1.0,2.0,1.0
